"id","lang","lang_key","lang_value","created_at","updated_at"
"2050","vn","Dailymotion","Tin tức hàng ngày","2021-06-01 07:12:06","2021-06-10 02:37:29"
"2051","vn","Vimeo","Vimeo","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2052","vn","Video Link","Đường dẫn video","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2053","vn","Product Variation","Biến sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2054","vn","Colors","Màu sắc","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2055","vn","Attributes","Thuộc tính","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2056","vn","Choose Attributes","Chọn thuộc tính","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2057","vn","Choose the attributes of this product and then input values of each attribute","Chọn các thuộc tính của sản phẩm này và nhập giá trị của mỗi thuộc tính","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2058","vn","Product price + stock","Giá sản phẩm + cổ phiếu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2059","vn","Unit price","Đơn giá","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2060","vn","Purchase price","Giá mua","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2061","vn","Flat","Giá cứng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2062","vn","Percent","Phần trăm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2063","vn","Discount","Giảm giá","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2064","vn","Product Description","Mô tả Sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2065","vn","Product Shipping Cost","Chi phí vận chuyển sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2066","vn","Free Shipping","Miễn phí vận chuyển","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2067","vn","Flat Rate","Tỷ lệ cố định","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2068","vn","Shipping cost","Giá vận chuyển","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2069","vn","PDF Specification","PDF Đặc điểm kỹ thuật","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2070","vn","SEO Meta Tags","SEO Meta Tags","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2071","vn","Meta Title","Tiêu đề meta","2021-06-01 07:12:06","2021-06-10 02:39:19"
"2072","vn","Meta Image","Hình ảnh meta","2021-06-01 07:12:06","2021-06-10 02:39:19"
"2073","vn","Choice Title","Tiêu đề lựa chọn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2074","vn","Enter choice values","Nhập các giá trị lựa chọn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2075","vn","Add New category","Thêm mục mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2076","vn","Type name & Enter","Nhập tên & enter","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2077","vn","Banner","Ảnh bìa","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2078","vn","Commission","Hoa hồng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2079","vn","icon","biểu tượng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2080","vn","Featured categories updated successfully","Các danh mục nổi bật được cập nhật thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2081","vn","Hot","Hot","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2082","vn","Filter by Payment Status","Lọc theo trạng thái thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2083","vn","Un-Paid","Chưa thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2084","vn","Filter by Deliver Status","Lọc theo trạng thái vận chuyển","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2085","vn","Pending","Đang chờ xử lý","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2086","vn","Type Order code & hit Enter","Nhập mã đơn hàng & nhấn enter","2021-06-01 07:12:06","2021-06-10 07:47:31"
"2087","vn","Num. of Products","Số sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2088","vn","Walk In Customer","Đi trong khách hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2089","vn","QTY","Số lượng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2090","vn","Without Shipping Charge","Không có phí vận chuyển","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2091","vn","With Shipping Charge","Có phí vận chuyển","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2092","vn","Pay With Cash","Trả bằng tiền mặt","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2093","vn","Shipping Address","Địa chỉ giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2094","vn","Close","Đóng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2095","vn","Select country","Chọn quốc gia","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2096","vn","Order Confirmation","Xác nhận đơn hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2097","vn","Are you sure to confirm this order?","Bạn có chắc để xác nhận đơn hàng này?","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2098","vn","Comfirm Order","Xác nhận","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2099","vn","Personal Info","Thông tin cá nhân","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2100","vn","Repeat Password","Nhập lại mật khẩu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2101","vn","Shop Name","Tên cửa hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2102","vn","Register Your Shop","Đăng ký cửa hàng của bạn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2103","vn","Affiliate Informations","Thông tin chi nhánh","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2104","vn","Affiliate","Chi nhánh","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2105","vn","User Info","Thông tin người dùng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2106","vn","Installed Addon","Addon đã cài","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2107","vn","Available Addon","Addon có sẵn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2108","vn","Install New Addon","Cài addon mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2109","vn","Version","Phiên bản","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2110","vn","Activated","Kích hoạt","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2111","vn","Deactivated","vô hiệu hóa","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2112","vn","Activate OTP","Kích hoạt OTP","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2113","vn","OTP will be Used For","OTP sẽ được sử dụng cho","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2114","vn","Settings updated successfully","Cài đặt cập nhật thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2115","vn","Product Owner","Chủ sở hửu sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2116","vn","Point","Điểm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2117","vn","Set Point for Product Within a Range","Cài điểm cho sản phẩm trong một phạm vi","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2118","vn","Set Point for multiple products","Cài điểm cho nhiều sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2119","vn","Min Price","Giá tối thiểu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2120","vn","Max Price","Giá tối đa","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2121","vn","Set Point for all Products","Cài điểm cho tất cả các Sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2122","vn","Set Point For ","Cài điểm cho","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2123","vn","Convert Status","Tình trạng chuyển đổi","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2124","vn","Earned At","Kiểm được Tại","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2125","vn","Seller Based Selling Report","Báo cáo bán hàng dựa trên người bán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2126","vn","Sort by verificarion status","Sắp xếp theo tình trạng xác minh","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2127","vn","Approved","Duyệt","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2128","vn","Non Approved","Không duyệt","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2129","vn","Filter","Lọc","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2130","vn","Seller Name","Tên người bán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2131","vn","Number of Product Sale","Số lượng sản phẩm giảm giá","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2132","vn","Order Amount","Số lượng đơn đặt hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2133","vn","Facebook Chat Setting","Cài đặt trò chuyện trên Facebook","2021-06-01 07:12:06","2021-06-10 02:44:17"
"2134","vn","Facebook Page ID","ID trang Facebook","2021-06-01 07:12:06","2021-06-10 02:44:18"
"2135","vn","Please be carefull when you are configuring Facebook chat. For incorrect configuration you will not get messenger icon on your user-end site.","Hãy cẩn thận khi bạn cấu hình Facebook chat. Đối với cấu hình không chính xác, bạn sẽ không nhận được biểu tượng tin nhắn trên trang web của người sử dụng cuối cùng của bạn.","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2136","vn","Login into your facebook page","Đăng nhập vào trang facebook của bạn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2137","vn","Find the About option of your facebook page","Tìm tùy chọn Giới thiệu trên trang facebook của bạn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2138","vn","At the very bottom, you can find the \“Facebook Page ID\”","Sau phía dưới, bạn có thể tìm ra \ “Facebook Page ID \”","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2139","vn","Go to Settings of your page and find the option of \""Advance Messaging\""","Tới Cài đặt trang của bạn và tìm tùy chọn \ ""Advanced Messaging \""","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2140","vn","Scroll down that page and you will get \""white listed domain\""","Cuộn xuống trang đó và bạn sẽ nhận được \ ""white listed domain \""","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2141","vn","Set your website domain name","Đặt tên miền trang web của bạn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2142","vn","Google reCAPTCHA Setting","Cài đặt Google reCAPTCHA","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2143","vn","Site KEY","Site KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2144","vn","Select Shipping Method","Chọn phương thức giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2145","vn","Product Wise Shipping Cost","Chi phí vận chuyển sản phẩm","2021-06-01 07:12:06","2021-06-11 06:28:04"
"2146","vn","Flat Rate Shipping Cost","Phí vận chuyển cố định","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2147","vn","Seller Wise Flat Shipping Cost","Người bán chi phí vận chuyển cố định","2021-06-01 07:12:06","2021-06-11 06:28:04"
"2148","vn","Note","Ghi chú","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2149","vn","Product Wise Shipping Cost calulation: Shipping cost is calculate by addition of each product shipping cost","Sản phẩm khôn ngoan Vận Chuyển Chi phí calulation: Vận chuyển chi phí là tính toán bằng cách bổ sung mỗi chi phí vận chuyển sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2150","vn","Flat Rate Shipping Cost calulation: How many products a customer purchase, doesn't matter. Shipping cost is fixed","Tỷ lệ tính toán chi phí vận chuyển: Khách hàng mua bao nhiêu sản phẩm, không quan trọng. Chi phí vận chuyển là cố định","2021-06-01 07:12:06","2021-06-10 02:44:18"
"2151","vn","Seller Wise Flat Shipping Cost calulation: Fixed rate for each seller. If a customer purchase 2 product from two seller shipping cost is calculate by addition o ▶","Người bán khôn ngoan tính toán chi phí vận chuyển: Tỷ lệ cố định cho mỗi người bán. Nếu một khách hàng mua 2 sản phẩm từ hai người bán, chi phí vận chuyển được tính bằng cách cộng ▶","2021-06-01 07:12:06","2021-06-10 02:44:18"
"2152","vn","Flat Rate Cost","Tỉ lệ chi phí cố định","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2153","vn","Shipping Cost for Admin Products","Chi phí vận chuyển cho các sản phẩm quản trị","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2154","vn","Countries","Quốc gia","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2155","vn","Show/Hide","Hiện/Ẩn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2156","vn","Country status updated successfully","Cập nhật thành công trạng thái quốc gia","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2157","vn","All Subcategories","Tất cả các danh mục con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2158","vn","Add New Subcategory","Thêm danh mục con mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2159","vn","Sub-Categories","Danh mục con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2160","vn","Sub Category Information","Thông tin danh mục con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2161","vn","Slug","Slug","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2162","vn","All Sub Subcategories","Tất cả danh mục con của con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2163","vn","Add New Sub Subcategory","Thêm danh mục con của con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2164","vn","Sub-Sub-categories","Danh mục con của con","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2165","vn","Make This Default","Đặt làm mặc định","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2166","vn","Shops","Cửa hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2167","vn","Women Clothing & Fashion","Quần áo & thời trang phụ nữ","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2168","vn","Cellphones & Tabs","Điện thoại di động & Máy tính bảng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2169","vn","Welcome to","Chào mừng bạn đến","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2170","vn","Create a New Account","Tạo tài khoản mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2171","vn","Full Name","Họ và tên","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2172","vn","password","Mật khẩu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2173","vn","Confrim Password","Xác nhận mật khẩu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2174","vn","I agree with the","Tôi đồng ý với","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2175","vn","Terms and Conditions","Các điều khoản và điều kiện","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2176","vn","Register","Đăng ký","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2177","vn","Already have an account","Đã có tài khoản","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2178","vn","Sign Up with","Đăng ký với","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2179","vn","I agree with the Terms and Conditions","Tôi đồng ý với các Điều khoản và Điều kiện","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2180","vn","All Role","Tất cả các vai trò","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2181","vn","Add New Role","Thêm vai trò mới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2182","vn","Roles","Vai trò","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2183","vn","Add New Staffs","Thêm nhân viên mới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2184","vn","Role","Vai trò","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2185","vn","Frontend Website Name","Tên trang web giao diện người dùng","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2186","vn","Website Name","Tên trang web","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2187","vn","Site Motto","Mô tả website","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2188","vn","Best eCommerce Website","Trang web thương mại điện tử xuất sắc nhất","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2189","vn","Site Icon","Biểu tượng trang web","2021-06-01 07:12:07","2021-06-10 02:48:35"
"2190","vn","Website favicon. 32x32 .png","Biểu tượng trang web. 32x32 .png","2021-06-01 07:12:07","2021-06-10 02:48:35"
"2191","vn","Website Base Color","Màu cơ bản của trang web","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2192","vn","Hex Color Code","Mã màu hex","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2193","vn","Website Base Hover Color","Trang web cơ sở Hover Màu","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2194","vn","Global Seo","Seo toàn cầu","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2195","vn","Meta description","Mô tả meta","2021-06-01 07:12:07","2021-06-10 02:48:35"
"2196","vn","Keywords","Từ khóa","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2197","vn","Separate with coma","Phân cách bằng dấu phẩy","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2198","vn","Website Pages","Các trang website","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2199","vn","All Pages","Tất cả các trang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2200","vn","Add New Page","Thêm trang mới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2201","vn","URL","URL","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2202","vn","Actions","Thao tác","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2203","vn","Edit Page Information","Chỉnh sửa thông tin trang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2204","vn","Page Content","Nội dung trang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2205","vn","Title","Tiêu đề","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2206","vn","Link","Đường dẫn","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2207","vn","Use character, number, hypen only","Chỉ sử dụng ký tự, số, gạch nối","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2208","vn","Add Content","Thêm nội dung","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2209","vn","Seo Fields","Lĩnh vực Seo","2021-06-01 07:12:07","2021-06-10 02:48:35"
"2210","vn","Update Page","Cập nhật trang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2211","vn","Language Information","Thông tin ngôn ngữ","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2212","vn","Save Page","Lưu trang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2213","vn","Home Page Settings","Cài đặt trang chủ","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2214","vn","Home Slider","Slider trang chủ","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2215","vn","Photos & Links","Ảnh & Đường dẫn","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2216","vn","Add New","Thêm mới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2217","vn","Home Categories","Danh mục trang chủ","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2218","vn","Home Banner 1 (Max 3)","Banner  trang chủ 1 (Max 3)","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2219","vn","Banner & Links","Banner & Liên kết","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2220","vn","Home Banner 2 (Max 3)","Banner trang chủ 2 (Max 3)","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2221","vn","Top 10","Top 10","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2222","vn","Top Categories (Max 10)","Top danh mục (Max 10)","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2223","vn","Top Brands (Max 10)","Top thương hiệu (Max 10)","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2224","vn","System Name","Tên hệ thống","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2225","vn","System Logo - White","Logo hệ thống - Trắng","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2226","vn","Choose Files","Chọn tập tin","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2227","vn","Will be used in admin panel side menu","Sẽ được sử dụng trong menu bên bảng quản trị","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2228","vn","System Logo - Black","Logo hệ thống - Đen","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2229","vn","Will be used in admin panel topbar in mobile + Admin login page","Sẽ được sử dụng trong topbar bảng quản trị trong điện thoại di động + trang quản lý đăng nhập","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2230","vn","System Timezone","Múi giờ hệ thống","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2231","vn","Admin login page background","Nền trang đăng nhập quản trị","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2232","vn","Website Header","Website Header","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2233","vn","Header Setting","Cài đặt Header","2021-06-01 07:12:07","2021-06-10 02:52:44"
"2234","vn","Header Logo","Header Logo","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2235","vn","Show Language Switcher?","Hiện thay đổi ngôn ngữ?","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2236","vn","Show Currency Switcher?","Hiện thay đổi tiền tệ?","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2237","vn","Enable stikcy header?","Kích hoạt tính năng tiêu đề stikcy?","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2238","vn","Website Footer","Website Footer","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2239","vn","Footer Widget","Footer widget","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2240","vn","About Widget","về widget","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2241","vn","Footer Logo","Footer Logo","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2242","vn","About description","Mô tả về","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2243","vn","Contact Info Widget","Thông tin liên hệ Widget","2021-06-01 07:12:07","2021-06-10 02:52:44"
"2244","vn","Footer contact address","địa chỉ liên lạc Footer","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2245","vn","Footer contact phone","Footer điện thoại liên hệ","2021-06-01 07:12:07","2021-06-10 02:52:44"
"2246","vn","Footer contact email","Footer email liên hệ","2021-06-01 07:12:07","2021-06-10 02:52:44"
"2247","vn","Link Widget One","Đường dẫn Widget One","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2248","vn","Links","Đường dẫn","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2249","vn","Footer Bottom","Footer dưới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2250","vn","Copyright Widget ","Widget bản quyền","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2251","vn","Copyright Text","Văn bản bản quyền","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2252","vn","Social Link Widget ","Đường dẫn Widget mạng xã hội","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2253","vn","Show Social Links?","Hiện đường dẫn mạng xã hội?","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2254","vn","Social Links","Đường dẫn mạng xã hội","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2255","vn","Payment Methods Widget ","Widget phương thức thanh toán","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2256","vn","RTL status updated successfully","Trạng thái RTL cập nhật thành công","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2257","vn","Inhouse Product sale report","Báo cáo bán sản phẩm nội bộ","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2258","vn","Sort by Category","Sắp xếp theo danh mục","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2259","vn","Product wise stock report","Báo cáo kho sản phẩm","2021-06-01 07:12:07","2021-06-11 06:28:04"
"2260","vn","Currency changed to ","Tiền tệ thay đổi sang","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2261","vn","Avatar","Hình đại diện","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2262","vn","Copy","Sao chép","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2263","vn","Variant","Biến thể","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2264","vn","Variant Price","Giá biến thể","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2265","vn","SKU","SKU","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2266","vn","Key","Khóa","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2267","vn","Value","Giá trị","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2268","vn","Copy Translations","Sao chép dịch","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2269","vn","All Pick-up Points","Tất cả điểm đón","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2270","vn","Add New Pick-up Point","Thêm điểm đón mới","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2271","vn","Manager","Quản lý","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2272","vn","Location","Vị trí","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2273","vn","Pickup Station Contact","Liên hệ trạm đón","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2274","vn","Open","Mở","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2275","vn","POS Activation for Seller","Kích hoạt POS cho người bán","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2276","vn","Order Completed Successfully.","Đơn đặt hàng đã hoàn tất thành công.","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2277","vn","Text Input","Nhập văn bản","2021-06-01 07:12:07","2021-06-10 02:53:43"
"2278","vn","Select","Chọn","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2279","vn","Multiple Select","Chọn nhiều","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2280","vn","Radio","Đài","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2281","vn","Email Address","Địa chỉ email","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2282","vn","Verification Info","Thông tin xác minh","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2283","vn","Approval","Sự chấp thuận","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2284","vn","Due Amount","Số tiền đến hạn","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2285","vn","Show","Hiện","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2286","vn","Pay Now","Thanh toán ngay","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2287","vn","Affiliate User Verification","Xác minh người dùng liên kết","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2288","vn","Reject","Từ chối","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2289","vn","Accept","Chấp nhận","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2290","vn","Beauty, Health & Hair","Làm đẹp, Sức khỏe & Tóc","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2291","vn","Comparison","Sự so sánh","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2292","vn","Reset Compare List","Đặt lại danh sách so sánh","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2293","vn","Your comparison list is empty","Danh sách so sánh của bạn đang trống","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2294","vn","Convert Point To Wallet","Chuyển đổi điểm sang ví","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2295","vn","Note: You need to activate wallet option first before using club point addon.","Lưu ý: Bạn cần phải kích hoạt tùy chọn ví trước khi sử dụng addon điểm câu lạc bộ.","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2296","vn","Create an account.","Tạo một tài khoản.","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2297","vn","Use Email Instead","Sử dụng Email","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2298","vn","By signing up you agree to our terms and conditions.","Bằng cách đăng ký bạn đồng ý với các điều khoản và điều kiện của chúng tôi.","2021-06-01 07:12:07","2021-06-01 07:12:07"
"2299","vn","Create Account","Tạo tài khoản","2021-06-01 07:12:07","2021-06-01 07:12:07"
